geoname,lntitle,geoid,lnnumber,tot_est,tot_moe,adu_est,adu_moe,cit_est,cit_moe,cvap_est,cvap_moe
Vermont,Asian Alone,0400000US50,4,10595,629,8665,451,7270,621,5670,545
Vermont,Black or African American Alone,0400000US50,5,7810,483,5990,320,6440,544,4900,423
Vermont,Native Hawaiian or Other Pacific Islander Alone,0400000US50,6,95,57,60,35,95,56,60,35
Vermont,White Alone,0400000US50,7,592975,24,489660,24,588120,509,485120,472
Vermont,American Indian or Alaska Native and White,0400000US50,8,6075,173,4985,131,6075,173,4985,130
Vermont,Asian and White,0400000US50,9,5375,629,3220,461,4810,523,2700,363
Vermont,Black or African American and White,0400000US50,10,4085,431,1960,286,4030,429,1910,281
Vermont,American Indian or Alaska Native and Black or African American,0400000US50,11,220,205,130,97,220,205,130,97
Vermont,Remainder of Two or More Race Responses,0400000US50,12,1060,288,730,197,1060,285,725,198
Vermont,Hispanic or Latino,0400000US50,13,16060,0,11970,18,15310,152,11275,144
Virginia,Total,0400000US51,1,8657500,0,6763515,753,8166255,9803,6328365,8134
Virginia,Not Hispanic or Latino,0400000US51,2,7728360,427,6129010,625,7471435,6046,5901130,5053
Virginia,American Indian or Alaska Native Alone,0400000US51,3,10630,717,9095,565,10530,713,9000,564
Virginia,Asian Alone,0400000US51,4,591815,3782,471320,2645,454855,3981,348035,3137
Virginia,Black or African American Alone,0400000US51,5,1612830,5239,1252890,3338,1570655,6266,1217065,4248
Virginia,Native Hawaiian or Other Pacific Islander Alone,0400000US51,6,5020,575,4165,468,4640,541,3785,441
Virginia,White Alone,0400000US51,7,5186675,109,4210470,109,5117720,3464,4149025,2872
Virginia,American Indian or Alaska Native and White,0400000US51,8,37850,837,30415,730,37805,828,30370,723
Virginia,Asian and White,0400000US51,9,99210,3465,54605,2284,94155,3509,50800,2259
Virginia,Black or African American and White,0400000US51,10,126260,4135,58510,2561,124690,4161,57000,2582
Virginia,American Indian or Alaska Native and Black or African American,0400000US51,11,13210,1549,10015,1217,13175,1554,9985,1221
Virginia,Remainder of Two or More Race Responses,0400000US51,12,44865,2492,27525,1486,43205,2447,26060,1448
Virginia,Hispanic or Latino,0400000US51,13,929140,428,634505,524,694820,6344,427235,5344
Washington,Total,0400000US53,1,7740985,0,6065085,344,7136275,9336,5516700,7969
Washington,Not Hispanic or Latino,0400000US53,2,6651375,0,5363790,321,6275470,7699,5026070,6284
Washington,American Indian or Alaska Native Alone,0400000US53,3,63845,1558,49385,1244,63165,1582,48795,1259
Washington,Asian Alone,0400000US53,4,726235,4423,597980,2964,507545,4923,397955,3775
Washington,Black or African American Alone,0400000US53,5,300105,3504,229655,2346,268345,3377,200775,2416
Washington,Native Hawaiian or Other Pacific Islander Alone,0400000US53,6,53400,1365,39020,933,42760,1381,30120,1075
Washington,White Alone,0400000US53,7,5082085,31,4191465,7,4977925,4776,4099640,4036
Washington,American Indian or Alaska Native and White,0400000US53,8,95600,1606,73410,1225,95130,1605,73025,1211
Washington,Asian and White,0400000US53,9,153655,4689,83240,2746,147295,4206,78795,2439
Washington,Black or African American and White,0400000US53,10,92950,3276,48355,2160,91220,3235,46955,2130
Washington,American Indian or Alaska Native and Black or African American,0400000US53,11,5895,884,4735,718,5865,880,4705,717
Washington,Remainder of Two or More Race Responses,0400000US53,12,77605,2910,46550,1953,76225,2900,45305,1965
Washington,Hispanic or Latino,0400000US53,13,1089610,0,701295,95,860805,5184,490630,4629
West Virginia,Total,0400000US54,1,1784460,0,1425050,506,1770570,1082,1412250,1048
West Virginia,Not Hispanic or Latino,0400000US54,2,1748335,436,1400175,437,1738185,1134,1390990,965
West Virginia,American Indian or Alaska Native Alone,0400000US54,3,1165,255,950,183,1165,255,950,183
West Virginia,Asian Alone,0400000US54,4,13545,458,11285,363,9380,476,7500,400
West Virginia,Black or African American Alone,0400000US54,5,58830,1446,48525,941,57410,1417,47350,959
West Virginia,Native Hawaiian or Other Pacific Islander Alone,0400000US54,6,505,242,355,146,485,234,340,141
West Virginia,White Alone,0400000US54,7,1628770,163,1313605,142,1624490,731,1309660,652
West Virginia,American Indian or Alaska Native and White,0400000US54,8,13275,539,10770,437,13275,539,10770,438
West Virginia,Asian and White,0400000US54,9,5440,556,3160,440,5260,539,2980,419
West Virginia,Black or African American and White,0400000US54,10,22250,1287,8635,794,22175,1298,8560,799
West Virginia,American Indian or Alaska Native and Black or African American,0400000US54,11,535,205,485,180,535,205,485,180
West Virginia,Remainder of Two or More Race Responses,0400000US54,12,4020,609,2400,405,4015,608,2390,406
West Virginia,Hispanic or Latino,0400000US54,13,36125,436,24875,444,32385,725,21255,637
Wisconsin,Total,0400000US55,1,5892025,0,4617715,205,5734370,3905,4473775,3190
Wisconsin,Not Hispanic or Latino,0400000US55,2,5434335,0,4329435,193,5359180,2502,4262690,1923
Wisconsin,American Indian or Alaska Native Alone,0400000US55,3,34565,898,26295,668,34510,905,26240,676
Wisconsin,Asian Alone,0400000US55,4,170365,1649,124975,1131,129550,2060,88785,1633
Wisconsin,Black or African American Alone,0400000US55,5,357525,2678,250910,1605,348765,2937,243745,1928
Wisconsin,Native Hawaiian or Other Pacific Islander Alone,0400000US55,6,1735,289,1285,276,1620,284,1180,274
Wisconsin,White Alone,0400000US55,7,4716235,15,3842650,17,4692575,1783,3820885,1516
Wisconsin,American Indian or Alaska Native and White,0400000US55,8,39945,890,28620,658,39890,897,28565,664
Wisconsin,Asian and White,0400000US55,9,37225,1607,19465,1111,36195,1546,18645,1094
Wisconsin,Black or African American and White,0400000US55,10,60505,2593,25715,1424,60035,2576,25310,1387
Wisconsin,American Indian or Alaska Native and Black or African American,0400000US55,11,3485,556,2230,388,3485,556,2230,388
Wisconsin,Remainder of Two or More Race Responses,0400000US55,12,12750,1205,7280,754,12560,1193,7095,740
Wisconsin,Hispanic or Latino,0400000US55,13,457685,0,288280,64,375190,2592,211080,2253
Wyoming,Total,0400000US56,1,579760,0,447400,318,568005,1004,436400,993
Wyoming,Not Hispanic or Latino,0400000US56,2,519180,195,407485,354,514845,585,403495,624
Wyoming,American Indian or Alaska Native Alone,0400000US56,3,9845,495,6895,374,9840,495,6895,374
Wyoming,Asian Alone,0400000US56,4,4795,335,3860,267,3150,335,2405,279
Wyoming,Black or African American Alone,0400000US56,5,4765,462,3675,381,4495,425,3410,353
Wyoming,Native Hawaiian or Other Pacific Islander Alone,0400000US56,6,380,142,355,135,350,135,330,124
Wyoming,White Alone,0400000US56,7,484085,64,383050,60,481785,464,380885,433
Wyoming,American Indian or Alaska Native and White,0400000US56,8,7170,556,5140,437,7170,556,5140,437
Wyoming,Asian and White,0400000US56,9,3165,394,1975,319,3125,400,1930,319
Wyoming,Black or African American and White,0400000US56,10,2725,404,1155,275,2720,405,1150,274
Wyoming,American Indian or Alaska Native and Black or African American,0400000US56,11,105,65,50,31,105,65,50,31
Wyoming,Remainder of Two or More Race Responses,0400000US56,12,2140,455,1335,330,2105,448,1300,327
Wyoming,Hispanic or Latino,0400000US56,13,60580,196,39915,231,53160,929,32905,840
Puerto Rico,Total,0400000US72,1,3254885,0,2710950,0,3210810,2387,2670185,2205
Puerto Rico,Not Hispanic or Latino,0400000US72,2,39060,2364,32790,2022,35675,2233,29625,1923
Puerto Rico,American Indian or Alaska Native Alone,0400000US72,3,120,114,105,99,85,83,70,79
Puerto Rico,Asian Alone,0400000US72,4,3065,730,2590,577,1765,524,1370,387
Puerto Rico,Black or African American Alone,0400000US72,5,4775,652,4045,580,4270,660,3565,587
Puerto Rico,Native Hawaiian or Other Pacific Islander Alone,0400000US72,6,85,76,85,76,85,76,85,76
Puerto Rico,White Alone,0400000US72,7,28615,1901,23995,1632,27100,1874,22605,1585
Puerto Rico,American Indian or Alaska Native and White,0400000US72,8,30,34,30,34,30,34,30,34
Puerto Rico,Asian and White,0400000US72,9,465,418,405,388,440,416,380,385
Puerto Rico,Black or African American and White,0400000US72,10,1085,345,740,270,1085,345,740,270
Puerto Rico,American Indian or Alaska Native and Black or African American,0400000US72,11,25,40,25,40,25,40,25,40
Puerto Rico,Remainder of Two or More Race Responses,0400000US72,12,800,347,770,340,780,351,750,344
Puerto Rico,Hispanic or Latino,0400000US72,13,3215825,2364,2678160,2020,3175140,3480,2640555,2991
